chr6	31973001	36
chr6	31973002	35
chr6	31973003	36
chr6	31973004	37
chr6	31973005	38
chr6	31973006	37
chr6	31973007	36
chr6	31973008	35
chr6	31973009	38
chr6	31973010	37
chr6	31973011	38
chr6	31973012	37
chr6	31973013	38
chr6	31973014	38
chr6	31973015	38
chr6	31973016	38
chr6	31973017	39
chr6	31973018	37
chr6	31973019	37
chr6	31973020	36
chr6	31973021	34
chr6	31973022	34
chr6	31973023	34
chr6	31973024	34
chr6	31973025	36
chr6	31973026	36
chr6	31973027	35
chr6	31973028	36
chr6	31973029	35
chr6	31973030	35
chr6	31973031	36
chr6	31973032	34
chr6	31973033	34
chr6	31973034	35
chr6	31973035	35
chr6	31973036	33
chr6	31973037	34
chr6	31973038	34
chr6	31973039	34
chr6	31973040	34
chr6	31973041	34
chr6	31973042	33
chr6	31973043	33
chr6	31973044	31
chr6	31973045	30
chr6	31973046	30
chr6	31973047	30
chr6	31973048	30
chr6	31973049	31
chr6	31973050	31
chr6	31973051	30
chr6	31973052	29
chr6	31973053	27
chr6	31973054	28
chr6	31973055	27
chr6	31973056	26
chr6	31973057	26
chr6	31973058	25
chr6	31973059	26
chr6	31973060	24
chr6	31973061	26
chr6	31973062	25
chr6	31973063	25
chr6	31973064	24
chr6	31973065	24
chr6	31973066	23
chr6	31973067	24
chr6	31973068	25
chr6	31973069	24
chr6	31973070	25
chr6	31973071	24
chr6	31973072	25
chr6	31973073	26
chr6	31973074	26
chr6	31973075	24
chr6	31973076	25
chr6	31973077	24
chr6	31973078	24
chr6	31973079	24
chr6	31973080	23
chr6	31973081	24
chr6	31973082	25
chr6	31973083	26
chr6	31973084	25
chr6	31973085	25
chr6	31973086	26
chr6	31973087	23
chr6	31973088	24
chr6	31973089	24
chr6	31973090	22
chr6	31973091	23
chr6	31973092	23
chr6	31973093	22
chr6	31973094	23
chr6	31973095	23
chr6	31973096	24
chr6	31973097	24
chr6	31973098	24
chr6	31973099	24
chr6	31973100	24
chr6	31973101	24
chr6	31973102	24
chr6	31973103	24
chr6	31973104	25
chr6	31973105	25
chr6	31973106	27
chr6	31973107	27
chr6	31973108	27
chr6	31973109	24
chr6	31973110	24
chr6	31973111	26
chr6	31973112	25
chr6	31973113	22
chr6	31973114	22
chr6	31973115	23
chr6	31973116	26
chr6	31973117	26
chr6	31973118	26
chr6	31973119	25
chr6	31973120	27
chr6	31973121	26
chr6	31973122	25
chr6	31973123	27
chr6	31973124	27
chr6	31973125	28
chr6	31973126	27
chr6	31973127	27
