apr001	1	ctg1	apr001#1#h1tg000015l:28434817-33593090
apr001	2	ctg1	apr001#2#h2tg000018l:28338056-33431257
apr002	1	ctg1	apr002#1#h1tg000010l:28385462-33644194
apr002	2	ctg1	apr002#2#h2tg000007l:138255095-143403132_rc
apr003	1	ctg1	apr003#1#h1tg000021l:28362599-33558558
apr003	2	ctg1	apr003#2#h2tg000014l:28401981-33557950
apr004	1	ctg1	apr004#1#h1tg000015l:28405351-33543332
apr004	2	ctg1	apr004#2#h2tg000008l:138190707-143268823_rc
apr005	1	ctg1	apr005#1#h1tg000024l:25685419-30792368_rc
apr005	2	ctg1	apr005#2#h2tg000025l:27505079-32631962_rc
apr006	1	ctg1	apr006#1#h1tg000006l:28429612-33564591
apr006	2	ctg1	apr006#2#h2tg000002l:27458750-32609940_rc
apr007	1	ctg1	apr007#1#h1tg000009l:141020280-146179718_rc
apr007	2	ctg1	apr007#2#h2tg000002l:137323480-142462680_rc
apr008	1	ctg1	apr008#1#h1tg000006l:138382777-143548816_rc
apr008	2	ctg1	apr008#2#h2tg000008l:28356191-33484508
apr009	1	ctg1	apr009#1#h1tg000016l:28450181-33709541
apr009	2	ctg1	apr009#2#h2tg000041l:28097238-33212102_rc
apr010	1	ctg1	apr010#1#h1tg000018l:28446120-33705764
apr010	2	ctg1	apr010#2#h2tg000013l:28422940-33602432
apr011	1	ctg1	apr011#1#h1tg000019l:138093078-143261017_rc
apr011	2	ctg1	apr011#2#h2tg000011l:137856776-142978436_rc
apr012	1	ctg1	apr012#1#h1tg000008l:28396959-33512282
apr012	2	ctg1	apr012#2#h2tg000016l:138252661-143421402_rc
apr013	1	ctg1	apr013#1#h1tg000002l:139940690-145014712_rc
apr013	2	ctg1	apr013#2#h2tg000027l:138555153-143729247_rc
apr014	1	ctg1	apr014#1#h1tg000020l:28366313-33554706
apr014	2	ctg1	apr014#2#h2tg000006l:26691275-31885063_rc
apr015	1	ctg1	apr015#1#h1tg000012l:28398223-33522774
apr015	2	ctg1	apr015#2#h2tg000018l:138433262-143524291_rc
apr016	1	ctg1	apr016#1#h1tg000012l:137906206-143057420_rc
apr016	2	ctg1	apr016#2#h2tg000005l:138332729-143447191_rc
apr018	1	ctg1	apr018#1#h1tg000018l:28377039-33450879
apr018	2	ctg1	apr018#2#h2tg000022l:28395345-33526946
apr019	1	ctg1	apr019#1#h1tg000006l:137597617-142800733_rc
apr019	2	ctg1	apr019#2#h2tg000009l:25947834-31066127_rc
apr020	1	ctg1	apr020#1#h1tg000001l:28463230-33620049
apr020	2	ctg1	apr020#2#h2tg000007l:137677150-142774159_rc
apr021	1	ctg1	apr021#1#h1tg000013l:137920389-143048373_rc
apr021	2	ctg1	apr021#2#h2tg000011l:138901647-144060314_rc
apr022	1	ctg1	apr022#1#h1tg000011l:137924391-143077833_rc
apr022	2	ctg1	apr022#2#h2tg000013l:138031891-143184813_rc
apr023	1	ctg1	apr023#1#h1tg000014l:137929515-143086735_rc
apr023	2	ctg1	apr023#2#h2tg000022l:26641068-31656450_rc
apr024	1	ctg1	apr024#1#h1tg000001l:137801575-142959579_rc
apr024	2	ctg1	apr024#2#h2tg000014l:137766819-142943455_rc
apr025	1	ctg1	apr025#1#h1tg000007l:139497787-144647520_rc
apr025	2	ctg1	apr025#2#h2tg000006l:138571729-143809751_rc
apr026	1	ctg1	apr026#1#h1tg000019l:28393961-33702327
apr026	2	ctg1	apr026#2#h2tg000012l:28359568-33574257
apr027	1	ctg1	apr027#1#h1tg000004l:28384126-33662392
apr027	2	ctg1	apr027#2#h2tg000013l:11085473-16306923_rc
apr029	1	ctg1	apr029#1#h1tg000032l:28462821-33705004
apr029	2	ctg1	apr029#2#h2tg000012l:28417575-33541972
apr030	1	ctg1	apr030#1#h1tg000001l:28446903-33506362
apr030	2	ctg1	apr030#2#h2tg000012l:28433288-33581296
apr031	1	ctg1	apr031#1#h1tg000019l:26371881-31586781_rc
apr031	2	ctg1	apr031#2#h2tg000036l:28402991-33519712
apr032	1	ctg1	apr032#1#h1tg000006l:28452318-33694285
apr032	2	ctg1	apr032#2#h2tg000014l:28405263-33673740
apr033	1	ctg1	apr033#1#h1tg000008l:27149396-32366749_rc
apr033	2	ctg1	apr033#2#h2tg000008l:28349631-33452614
apr034	1	ctg1	apr034#1#h1tg000032l:26576741-31706138_rc
apr034	2	ctg1	apr034#2#h2tg000008l:28434563-33559669
apr035	1	ctg1	apr035#1#h1tg000018l:27655502-32798707_rc
apr035	2	ctg1	apr035#2#h2tg000011l:27516869-32663681_rc
apr036	1	ctg1	apr036#1#h1tg000026l:25218090-30345004_rc
apr036	2	ctg1	apr036#2#h2tg000017l:1678659-6817558
apr037	1	ctg1	apr037#1#h1tg000004l:138070351-143231345_rc
apr037	2	ctg1	apr037#2#h2tg000014l:138095539-143312355_rc
apr038	1	ctg1	apr038#1#h1tg000017l:1654472-6798671
apr038	2	ctg1	apr038#2#h2tg000022l:127876238-133012041_rc
apr039	1	ctg1	apr039#1#h1tg000005l:28445311-33640507
apr039	2	ctg1	apr039#2#h2tg000012l:28411824-33614466
apr040	1	ctg1	apr040#1#h1tg000032l:25914346-31039269_rc
apr040	2	ctg1	apr040#2#h2tg000023l:25605134-30732063_rc
apr041	1	ctg1	apr041#1#h1tg000024l:23526305-28655372_rc
apr041	2	ctg1	apr041#2#h2tg000015l:28437008-33578583
apr042	1	ctg1	apr042#1#h1tg000024l:28343014-33430082
apr042	2	ctg1	apr042#2#h2tg000022l:28456692-33606982
apr043	1	ctg1	apr043#1#h1tg000012l:139593152-144731880_rc
apr043	2	ctg1	apr043#2#h2tg000007l:28374571-33634772
apr044	1	ctg1	apr044#1#h1tg000020l:28254023-33444694
apr044	2	ctg1	apr044#2#h2tg000019l:138732995-143879453_rc
apr045	1	ctg1	apr045#1#h1tg000014l:28436066-33585265
apr045	2	ctg1	apr045#2#h2tg000020l:28349553-33649005
apr046	1	ctg1	apr046#1#h1tg000020l:28428626-33509292
apr046	2	ctg1	apr046#2#h2tg000002l:138874465-144007848_rc
apr047	1	ctg1	apr047#1#h1tg000022l:124629191-129940792_rc
apr047	2	ctg1	apr047#2#h2tg000009l:28374338-33555921
apr048	1	ctg1	apr048#1#h1tg000017l:28263896-33470594
apr048	2	ctg1	apr048#2#h2tg000004l:138392377-143552020_rc
apr049	1	ctg1	apr049#1#h1tg000006l:28277333-33430073
apr049	2	ctg1	apr049#2#h2tg000002l:138418227-143654758_rc
apr050	1	ctg1	apr050#1#h1tg000015l:138045880-143321309_rc
apr050	2	ctg1	apr050#2#h2tg000017l:28548291-33713388
apr051	1	ctg1	apr051#1#h1tg000003l:138076138-143233361_rc
apr051	2	ctg1	apr051#2#h2tg000005l:138189744-143327910_rc
apr52	1	ctg1	apr52#1#h1tg000012l:138556531-143810417_rc
apr52	2	ctg1	apr52#2#h2tg000003l:137805510-143003962_rc
apr-f	1	ctg1	apr-f#1#h1tg000013l:28359072-33538103
apr-f	2	ctg1	apr-f#2#h2tg000007l:28398267-33550055
apr-m	1	ctg1	apr-m#1#h1tg000024l:27029616-32153356_rc
apr-m	2	ctg1	apr-m#2#h2tg000013l:28339383-33475735
apr-s	1	ctg1	apr-s#1#h1tg000017l:28345655-33481940
apr-s	2	ctg1	apr-s#2#h2tg000009l:138522552-143696180_rc
chm13	0	ctg1	chm13#0#chr6:28282159-33401678
GRCh38	0	ctg1	GRCh38#0#chr6:28410701-33580488
HG00097	1	ctg1	HG00097#1#JBIRDD010000044.1:28461910-33634610
HG00097	2	ctg1	HG00097#2#JBIRDE010000007.1:28438526-33548333
HG00099	1	ctg1	HG00099#1#JBHDWO010000057.1:28378111-33500321
HG00099	2	ctg1	HG00099#2#CM087361.1:28397166-33493833
HG00126	1	ctg1	HG00126#1#CM090112.1:28356760-33437962
HG00126	2	ctg1	HG00126#2#CM090124.1:28373995-33623206
HG00128	1	ctg1	HG00128#1#CM090080.1:28391628-33572064
HG00128	2	ctg1	HG00128#2#CM090096.1:28379634-33499179
HG00133	1	ctg1	HG00133#1#CM090050.1:28455191-33589633
HG00133	2	ctg1	HG00133#2#CM090065.1:28391702-33637176
HG00140	1	ctg1	HG00140#1#CM087111.1:28362821-33594371
HG00140	2	ctg1	HG00140#2#CM087137.1:28381998-33511941
HG00146	1	ctg1	HG00146#1#CM090015.1:28391294-33489055
HG00146	2	ctg1	HG00146#2#JBHIKP010000006.1:28398454-33526840
hg002	1	ctg1	hg002#1#chr6:28367269-33609101
hg002	2	ctg1	hg002#2#chr6:28364349-33511960
HG00232	1	ctg1	HG00232#1#JBHIKM010000014.1:28302939-33474178
HG00232	2	ctg1	HG00232#2#JBHIKN010000040.1:28366410-33541603
HG00235	1	ctg1	HG00235#1#JBIRED010000015.1:28430445-33672471
HG00235	2	ctg1	HG00235#2#JBIREE010000012.1:28440799-33687305
HG00253	1	ctg1	HG00253#1#CM094460.1:28362997-33511495
HG00253	2	ctg1	HG00253#2#CM094482.1:28362559-33525998
HG00272	1	ctg1	HG00272#1#CM094189.1:28268096-33422158
HG00272	2	ctg1	HG00272#2#CM094216.1:28400431-33497055
HG00280	1	ctg1	HG00280#1#CM087149.1:28404965-33542525
HG00280	2	ctg1	HG00280#2#CM087160.1:28390542-33496389
HG00290	1	ctg1	HG00290#1#CM089982.1:28384478-33524366
HG00290	2	ctg1	HG00290#2#CM090006.1:28396532-33558743
HG00320	1	ctg1	HG00320#1#CM089951.1:28434922-33547606
HG00320	2	ctg1	HG00320#2#CM089965.1:28395668-33476154
HG00321	1	ctg1	HG00321#1#CM089541.1:28422537-33579208
HG00321	2	ctg1	HG00321#2#CM089572.1:28378789-33420293
HG00323	1	ctg1	HG00323#1#CM087306.1:28385818-33469846
HG00323	2	ctg1	HG00323#2#CM087331.1:28400279-33501006
HG00329	1	ctg1	HG00329#1#CM094227.1:28398918-33572031
HG00329	2	ctg1	HG00329#2#JBIRDQ010000006.1:28383055-33548759
HG00344	1	ctg1	HG00344#1#JBIREN010000005.1:28404553-33569861
HG00344	2	ctg1	HG00344#2#JBIREO010000046.1:28507887-33680519
HG00350	1	ctg1	HG00350#1#JBIREL010000054.1:28392042-33553743
HG00350	2	ctg1	HG00350#2#JBIREM010000045.1:28412158-33655472
HG00408	1	ctg1	HG00408#1#CM085956.1:28367209-33537812
HG00408	2	ctg1	HG00408#2#CM085969.1:28371022-33519581
HG00423	1	ctg1	HG00423#1#CM089400.1:28362185-33602188
HG00423	2	ctg1	HG00423#2#CM089416.1:28353255-33428495
HG00438	1	ctg1	HG00438#1#CM089172.1:28419975-33475943
HG00438	2	ctg1	HG00438#2#CM089191.1:28355071-33575312
HG005	1	ctg1	HG005#1#CM099986.1:28343337-33540760
HG005	2	ctg1	HG005#2#CM099975.1:28427209-33625676
HG00544	1	ctg1	HG00544#1#CM089373.1:28382951-33635750
HG00544	2	ctg1	HG00544#2#CM089387.1:28377663-33617357
HG00558	1	ctg1	HG00558#1#CM088495.1:28611632-33843761
HG00558	2	ctg1	HG00558#2#CM088524.1:28472433-33604465
HG00597	1	ctg1	HG00597#1#JBHDUU010000003.1:28248152-33413616
HG00597	2	ctg1	HG00597#2#CM085784.1:28381176-33466863
HG00609	1	ctg1	HG00609#1#CM086351.1:28557002-33710805
HG00609	2	ctg1	HG00609#2#CM086361.1:28373908-33563607
